"user_id","job_id","direction","time"
9279,9543,true,2019-09-10 09:50:41
270,2316,false,2019-08-19 21:34:32
9675,9978,true,2019-09-12 10:08:47
10962,12614,false,2019-09-25 08:21:33
2286,2121,false,2019-08-14 09:11:56
9351,9531,false,2019-09-10 13:52:59
7209,11319,true,2019-09-05 18:25:35
9729,6404,false,2019-09-12 20:36:30
7299,2640,true,2019-08-30 15:11:41
10377,3188,false,2019-09-19 14:04:35
3276,8020,false,2019-08-15 16:33:31
4059,3177,true,2019-08-17 14:20:09
4302,3438,true,2019-08-18 21:59:52
2043,650,false,2019-08-13 16:19:39
7605,2187,false,2019-09-01 13:34:48
6876,7032,false,2019-08-29 12:05:56
3501,7408,false,2019-08-16 13:19:31
5193,9983,true,2019-09-04 09:02:32
3366,4694,false,2019-08-15 20:53:27
7713,3410,false,2019-09-01 21:22:42
7155,4445,false,2019-09-20 14:21:37
9405,10522,true,2019-09-10 13:51:37
3942,12469,false,2019-09-16 13:25:46
2709,9531,false,2019-08-28 08:24:26
8739,3545,false,2019-09-06 16:00:23
10413,12948,true,2019-09-23 11:40:24
3204,98,false,2019-08-15 12:16:03
5346,836,false,2019-08-21 16:43:48
4311,3433,false,2019-09-01 19:09:35
4734,3188,true,2019-08-20 03:59:15
8451,4412,false,2019-09-05 12:36:14
756,3302,false,2019-08-12 10:52:47
2808,6872,true,2019-08-14 16:56:42
7326,11641,false,2019-09-10 18:02:28
3366,3701,false,2019-08-15 20:40:22
270,10008,false,2019-09-03 17:16:49
4923,6960,true,2019-08-20 13:19:41
8172,4438,true,2019-09-23 18:24:52
3942,9101,true,2019-08-17 06:14:10
4563,2150,true,2019-08-19 14:50:29
10278,3005,false,2019-09-19 09:50:26
54,3788,false,2019-08-05 20:58:27
4869,886,false,2019-08-20 16:08:52
5292,399,true,2019-08-21 13:49:49
4770,6225,false,2019-08-20 08:52:42
783,5896,false,2019-08-12 11:06:05
4482,6722,false,2019-08-19 15:35:49
4392,12368,true,2019-09-18 12:25:41
2538,6605,true,2019-08-22 19:28:44
7677,3896,false,2019-09-21 19:28:39
2295,9178,false,2019-08-14 10:27:37
5688,7952,false,2019-08-23 10:47:39
4005,10917,false,2019-08-29 14:13:39
5391,4616,true,2019-08-21 18:02:55
1062,7209,false,2019-08-31 08:13:24
1314,9200,true,2019-08-22 13:48:51
6939,10638,false,2019-08-29 12:52:28
990,3153,false,2019-08-12 12:56:38
3339,7552,false,2019-08-15 19:32:47
6615,3056,false,2019-08-27 17:32:07
315,1188,true,2019-08-12 21:35:43
324,2565,false,2019-08-08 10:24:44
6768,7209,false,2019-08-28 12:14:49
117,6951,true,2019-08-12 11:03:01
9369,3754,false,2019-09-23 13:17:11
4158,7304,false,2019-08-17 22:45:56
7218,9792,false,2019-08-30 10:58:20
2682,762,true,2019-08-14 16:27:42
765,4649,true,2019-08-26 01:01:24
9063,11926,false,2019-09-17 16:55:32
5292,9683,false,2019-08-22 15:05:05
6948,1160,false,2019-08-29 13:12:37
3582,5380,false,2019-08-16 14:34:08
5319,9627,false,2019-09-16 19:46:17
738,2624,false,2019-08-12 10:40:21
4455,3069,false,2019-09-09 17:04:39
2925,2576,true,2019-08-14 19:42:16
1836,5422,false,2019-08-19 13:36:32
4095,3410,false,2019-08-23 11:57:10
5499,1317,false,2019-08-29 14:35:46
10080,7571,true,2019-09-16 21:42:47
7281,12475,true,2019-09-21 07:11:18
2556,2772,true,2019-08-14 13:42:45
3753,5622,false,2019-08-16 18:07:29
117,2863,true,2019-08-12 10:59:22
10395,11431,true,2019-09-19 14:39:51
2700,3360,false,2019-08-14 15:33:53
1791,6704,true,2019-08-13 09:13:00
1845,3410,false,2019-09-11 17:25:17
1908,7209,true,2019-08-28 08:35:16
3186,2121,false,2019-08-15 19:09:48
702,661,true,2019-09-22 15:38:20
6507,6239,true,2019-08-27 18:14:04
5265,5321,false,2019-08-21 14:50:46
4707,9033,false,2019-08-19 23:22:51
3915,2878,true,2019-08-27 18:50:52
2286,3398,false,2019-08-14 09:15:12
2151,3685,false,2019-08-13 20:46:33
7866,3389,false,2019-09-02 18:23:19
9369,10116,false,2019-09-23 13:15:26
2556,929,true,2019-08-28 14:22:36
4887,9210,true,2019-08-20 11:20:10
4653,11231,true,2019-09-02 17:08:01
936,9155,false,2019-09-17 10:38:23
1917,6061,true,2019-08-13 12:53:30
10854,3724,false,2019-09-25 08:36:54
1791,4039,true,2019-08-13 09:12:50
1791,7571,true,2019-08-13 09:13:17
7326,11679,false,2019-09-10 17:59:45
1926,7751,true,2019-08-26 21:49:01
2862,7595,false,2019-08-14 19:28:38
2097,3192,true,2019-08-13 19:42:00
4752,6106,false,2019-09-03 17:36:20
2844,7403,true,2019-08-14 17:36:53
4158,6042,false,2019-08-17 22:51:11
9072,10137,true,2019-09-08 22:22:24
4707,9029,true,2019-08-19 23:10:12
9045,5115,true,2019-09-08 16:57:03
2304,5433,false,2019-09-02 17:12:25
1008,1565,true,2019-08-12 13:08:51
4311,6695,false,2019-09-01 19:29:23
10224,12842,false,2019-09-23 14:44:45
5085,9543,true,2019-08-20 21:13:46
6093,4649,false,2019-08-24 08:43:36
2637,5311,false,2019-08-14 15:02:21
3204,9216,false,2019-09-16 11:31:19
4428,7726,false,2019-08-19 11:27:26
6939,3825,false,2019-08-29 12:50:33
9153,3732,false,2019-09-09 14:38:17
3897,886,false,2019-08-16 21:42:59
1899,3180,false,2019-08-13 12:44:01
6156,9434,false,2019-08-24 11:26:12
9216,2187,true,2019-09-10 13:44:28
7641,2857,false,2019-09-01 16:34:41
7092,10137,true,2019-09-02 10:19:44
5895,6867,false,2019-08-23 13:51:30
7218,3703,true,2019-08-30 11:01:00
6111,9805,true,2019-08-29 11:51:58
4860,9366,true,2019-08-20 11:14:17
3033,2192,false,2019-08-15 05:49:31
4518,5421,true,2019-08-19 14:13:23
2115,3732,true,2019-08-13 19:44:07
2871,3306,false,2019-08-14 20:44:10
1845,2833,true,2019-09-09 17:09:01
6858,11638,true,2019-09-19 12:44:01
5265,2959,false,2019-08-21 13:47:53
3375,12118,true,2019-09-24 17:29:35
7101,7837,true,2019-08-29 19:32:35
2295,7351,false,2019-08-14 10:24:32
5211,3788,false,2019-08-21 12:01:52
2088,7941,false,2019-08-13 19:11:49
7209,2871,true,2019-08-31 19:20:23
3951,5774,false,2019-08-17 06:25:07
3366,3181,false,2019-08-15 20:49:04
1989,4556,false,2019-08-13 15:10:56
9324,3523,false,2019-09-10 13:37:56
4923,6494,true,2019-08-20 13:41:20
7641,2828,false,2019-09-01 16:33:26
3627,2992,false,2019-08-16 16:21:54
2673,11001,true,2019-09-06 14:41:40
5652,2945,false,2019-08-22 15:55:44
3249,3918,true,2019-08-15 13:52:07
8433,2840,false,2019-09-05 12:06:17
6813,9631,false,2019-08-28 15:53:10
1791,3190,true,2019-08-13 09:08:52
3618,3460,false,2019-08-16 16:32:27
5193,3282,true,2019-08-22 15:55:34
1791,7926,true,2019-08-13 09:13:25
4689,1317,false,2019-08-20 21:04:08
6534,3217,false,2019-08-27 12:46:36
6840,6247,false,2019-08-28 18:28:38
8325,3192,true,2019-09-04 17:51:19
2997,3734,false,2019-08-15 21:01:29
3942,6203,false,2019-08-28 09:33:43
1431,11567,false,2019-09-15 14:45:45
9783,6749,false,2019-09-12 21:04:33
2556,3101,true,2019-08-27 20:09:51
4311,3286,false,2019-08-22 11:26:34
1989,2778,false,2019-08-13 15:21:23
6615,41,false,2019-08-27 17:26:55
2277,5422,false,2019-09-02 12:24:39
2538,6960,true,2019-08-14 13:26:20
6939,6154,false,2019-08-29 12:53:06
3582,3391,false,2019-08-16 14:29:16
4923,5388,false,2019-08-20 13:56:48
1206,3686,false,2019-08-12 21:03:57
4473,9135,false,2019-08-19 13:11:14
1206,3650,false,2019-08-14 20:08:55
8397,3957,false,2019-09-24 00:23:49
5913,6320,true,2019-08-29 10:28:20
2844,9201,true,2019-08-14 17:34:06
2592,11944,false,2019-09-17 21:22:05
10665,5433,false,2019-09-23 12:20:43
4050,98,false,2019-08-17 13:29:38
9711,5908,true,2019-09-12 16:00:02
3339,3068,false,2019-08-15 19:24:04
7794,2639,false,2019-09-23 20:56:03
1989,3099,false,2019-08-13 15:23:44
297,2680,true,2019-08-07 13:17:40
5499,9318,true,2019-08-29 14:36:26
5040,4649,false,2019-08-22 15:53:11
3546,3918,true,2019-08-16 13:54:55
8739,2833,false,2019-09-13 10:17:28
4887,3099,true,2019-08-20 11:32:22
1170,3437,false,2019-08-12 19:31:08
7506,3557,false,2019-08-31 22:32:31
1791,7649,true,2019-08-13 09:13:59
7146,9201,true,2019-09-19 21:53:59
9513,2640,true,2019-09-11 07:44:07
8397,4438,false,2019-09-05 03:06:42
10629,11006,false,2019-09-23 09:44:23
324,3056,false,2019-08-08 10:19:01
2646,6169,false,2019-08-14 15:10:34
9675,9123,true,2019-09-12 14:08:03
5283,7422,true,2019-08-21 13:54:19
4644,9319,true,2019-08-19 19:42:19
10098,10946,false,2019-09-16 23:43:20
5193,9765,true,2019-08-23 08:32:26
10098,172,false,2019-09-16 23:37:33
9081,2833,true,2019-09-08 23:16:43
2115,2764,true,2019-08-13 19:39:10
2556,2992,false,2019-08-27 20:09:16
4572,1401,true,2019-08-19 15:18:42
10629,11926,false,2019-09-23 09:47:08
4653,6697,true,2019-08-19 20:02:57
